,kategori,gejala,gejala_tokens,gejala_tokens_fdist,gejala_tokens_WSW,gejala_tokens_stemmed
309,jantung,berkeringat dada hingga ke menjalar nyeri punggung yang,"['berkeringat', 'dada', 'hingga', 'ke', 'menjalar', 'nyeri', 'punggung', 'yang']",<FreqDist with 8 samples and 8 outcomes>,"['berkeringat', 'dada', 'menjalar', 'nyeri', 'punggung']","['keringat', 'dada', 'jalar', 'nyeri', 'punggung']"
310,kulit dan kelamin,ada bahu benjolan bergerak dan di gatal kepala kulit leher menerus merah terasa terus yang,"['ada', 'bahu', 'benjolan', 'bergerak', 'dan', 'di', 'gatal', 'kepala', 'kulit', 'leher', 'menerus', 'merah', 'terasa', 'terus', 'yang']",<FreqDist with 15 samples and 15 outcomes>,"['bahu', 'benjolan', 'bergerak', 'gatal', 'kepala', 'kulit', 'leher', 'menerus', 'merah']","['bahu', 'benjol', 'gerak', 'gatal', 'kepala', 'kulit', 'leher', 'terus', 'merah']"
311,infeksi,abnormal berkemih gatal keputihan nyeri saat vagina,"['abnormal', 'berkemih', 'gatal', 'keputihan', 'nyeri', 'saat', 'vagina']",<FreqDist with 7 samples and 7 outcomes>,"['abnormal', 'berkemih', 'gatal', 'keputihan', 'nyeri', 'vagina']","['abnormal', 'kemih', 'gatal', 'putih', 'nyeri', 'vagina']"
312,jantung,berdebar dada debar jantung napas nyeri sesak,"['berdebar', 'dada', 'debar', 'jantung', 'napas', 'nyeri', 'sesak']",<FreqDist with 7 samples and 7 outcomes>,"['berdebar', 'dada', 'debar', 'jantung', 'napas', 'nyeri', 'sesak']","['debar', 'dada', 'debar', 'jantung', 'napas', 'nyeri', 'sesak']"
313,kulit dan kelamin,bibir biduran gatal kemerahan kulit pembengkakan,"['bibir', 'biduran', 'gatal', 'kemerahan', 'kulit', 'pembengkakan']",<FreqDist with 6 samples and 6 outcomes>,"['bibir', 'biduran', 'gatal', 'kemerahan', 'kulit', 'pembengkakan']","['bibir', 'bidur', 'gatal', 'merah', 'kulit', 'bengkak']"
314,pernapasan,berair demam hidung tersumbat,"['berair', 'demam', 'hidung', 'tersumbat']",<FreqDist with 4 samples and 4 outcomes>,"['berair', 'demam', 'hidung', 'tersumbat']","['air', 'demam', 'hidung', 'sumbat']"
315,kulit dan kelamin,berbentuk berukuran bintil bulat dan di kecil kulit,"['berbentuk', 'berukuran', 'bintil', 'bulat', 'dan', 'di', 'kecil', 'kulit']",<FreqDist with 8 samples and 8 outcomes>,"['berbentuk', 'berukuran', 'bintil', 'bulat', 'kulit']","['bentuk', 'ukur', 'bintil', 'bulat', 'kulit']"
316,kanker,atas bekas benjolan bercak bintik di hitam kulit luka muncul mutiara pada seperti,"['atas', 'bekas', 'benjolan', 'bercak', 'bintik', 'di', 'hitam', 'kulit', 'luka', 'muncul', 'mutiara', 'pada', 'seperti']",<FreqDist with 13 samples and 13 outcomes>,"['bekas', 'benjolan', 'bercak', 'bintik', 'hitam', 'kulit', 'luka', 'muncul', 'mutiara']","['bekas', 'benjol', 'bercak', 'bintik', 'hitam', 'kulit', 'luka', 'muncul', 'mutiara']"
317,infeksi,bisul cacing keluarnya kulit melepuh,"['bisul', 'cacing', 'keluarnya', 'kulit', 'melepuh']",<FreqDist with 5 samples and 5 outcomes>,"['bisul', 'cacing', 'keluarnya', 'kulit', 'melepuh']","['bisul', 'cacing', 'keluar', 'kulit', 'lepuh']"
318,infeksi,bau diantara gigi gusi mulut nyeri parah tonjolan yang,"['bau', 'diantara', 'gigi', 'gusi', 'mulut', 'nyeri', 'parah', 'tonjolan', 'yang']",<FreqDist with 9 samples and 9 outcomes>,"['bau', 'gigi', 'gusi', 'mulut', 'nyeri', 'parah', 'tonjolan']","['bau', 'gigi', 'gusi', 'mulut', 'nyeri', 'parah', 'tonjol']"
319,infeksi,kelopak kesulitan lemah mata menelan terkulai wajah,"['kelopak', 'kesulitan', 'lemah', 'mata', 'menelan', 'terkulai', 'wajah']",<FreqDist with 7 samples and 7 outcomes>,"['kelopak', 'kesulitan', 'lemah', 'mata', 'menelan', 'terkulai', 'wajah']","['kelopak', 'sulit', 'lemah', 'mata', 'tel', 'kulai', 'wajah']"
320,kulit dan kelamin,bercak kebas kulit lesi mimisan pada rasa,"['bercak', 'kebas', 'kulit', 'lesi', 'mimisan', 'pada', 'rasa']",<FreqDist with 7 samples and 7 outcomes>,"['bercak', 'kebas', 'kulit', 'lesi', 'mimisan']","['bercak', 'kebas', 'kulit', 'lesi', 'mimisan']"
321,kanker,badan berat cepat kembung kenyang perut turun,"['badan', 'berat', 'cepat', 'kembung', 'kenyang', 'perut', 'turun']",<FreqDist with 7 samples and 7 outcomes>,"['badan', 'berat', 'cepat', 'kembung', 'kenyang', 'perut', 'turun']","['badan', 'berat', 'cepat', 'kembung', 'kenyang', 'perut', 'turun']"
322,kulit dan kelamin,air buang daerah gatal iritasi kecil kelamin nyeri pada saat vagina,"['air', 'buang', 'daerah', 'gatal', 'iritasi', 'kecil', 'kelamin', 'nyeri', 'pada', 'saat', 'vagina']",<FreqDist with 11 samples and 11 outcomes>,"['air', 'buang', 'daerah', 'gatal', 'iritasi', 'kelamin', 'nyeri', 'vagina']","['air', 'buang', 'daerah', 'gatal', 'iritasi', 'kelamin', 'nyeri', 'vagina']"
323,kulit dan kelamin,atau bertahap botak melingkar menipis merata rambut rontok tiba tidak,"['atau', 'bertahap', 'botak', 'melingkar', 'menipis', 'merata', 'rambut', 'rontok', 'tiba', 'tidak']",<FreqDist with 10 samples and 10 outcomes>,"['bertahap', 'botak', 'melingkar', 'menipis', 'merata', 'rambut', 'rontok']","['tahap', 'botak', 'lingkar', 'tip', 'rata', 'rambut', 'rontok']"
324,kepala,atau beberapa belakang depan di hilang kepala sisi tengkorak tulang,"['atau', 'beberapa', 'belakang', 'depan', 'di', 'hilang', 'kepala', 'sisi', 'tengkorak', 'tulang']",<FreqDist with 10 samples and 10 outcomes>,"['hilang', 'kepala', 'sisi', 'tengkorak', 'tulang']","['hilang', 'kepala', 'sisi', 'tengkorak', 'tulang']"
325,jantung,abnormal dada jantung napas nyeri sesak suara yang,"['abnormal', 'dada', 'jantung', 'napas', 'nyeri', 'sesak', 'suara', 'yang']",<FreqDist with 8 samples and 8 outcomes>,"['abnormal', 'dada', 'jantung', 'napas', 'nyeri', 'sesak', 'suara']","['abnormal', 'dada', 'jantung', 'napas', 'nyeri', 'sesak', 'suara']"
326,kulit dan kelamin,atau berbentuk bercak berwarna cokelat gatal koin kulit merah muncul pada terasa,"['atau', 'berbentuk', 'bercak', 'berwarna', 'cokelat', 'gatal', 'koin', 'kulit', 'merah', 'muncul', 'pada', 'terasa']",<FreqDist with 12 samples and 12 outcomes>,"['berbentuk', 'bercak', 'berwarna', 'cokelat', 'gatal', 'koin', 'kulit', 'merah', 'muncul']","['bentuk', 'bercak', 'warna', 'cokelat', 'gatal', 'koin', 'kulit', 'merah', 'muncul']"
327,infeksi,berat diare lelah muntah rasa,"['berat', 'diare', 'lelah', 'muntah', 'rasa']",<FreqDist with 5 samples and 5 outcomes>,"['berat', 'diare', 'lelah', 'muntah']","['berat', 'diare', 'lelah', 'muntah']"
328,pernapasan,bernapas dada detak jantung meningkat nyeri sulit yang,"['bernapas', 'dada', 'detak', 'jantung', 'meningkat', 'nyeri', 'sulit', 'yang']",<FreqDist with 8 samples and 8 outcomes>,"['bernapas', 'dada', 'detak', 'jantung', 'meningkat', 'nyeri', 'sulit']","['napas', 'dada', 'detak', 'jantung', 'tingkat', 'nyeri', 'sulit']"
329,kulit dan kelamin,area kulit menggelap,"['area', 'kulit', 'menggelap']",<FreqDist with 3 samples and 3 outcomes>,"['area', 'kulit', 'menggelap']","['area', 'kulit', 'gelap']"
330,infeksi,demam flu gejala seperti sesak tinggi,"['demam', 'flu', 'gejala', 'seperti', 'sesak', 'tinggi']",<FreqDist with 6 samples and 6 outcomes>,"['demam', 'flu', 'gejala', 'sesak']","['demam', 'flu', 'gejala', 'sesak']"
331,kepala,daripada kecil kepala lebih normal secara signifikan ukuran yang,"['daripada', 'kecil', 'kepala', 'lebih', 'normal', 'secara', 'signifikan', 'ukuran', 'yang']",<FreqDist with 9 samples and 9 outcomes>,"['kepala', 'normal', 'signifikan', 'ukuran']","['kepala', 'normal', 'signifikan', 'ukur']"
332,kanker,benjolan dada di leher membesar napas perut sesak,"['benjolan', 'dada', 'di', 'leher', 'membesar', 'napas', 'perut', 'sesak']",<FreqDist with 8 samples and 8 outcomes>,"['benjolan', 'dada', 'leher', 'membesar', 'napas', 'perut', 'sesak']","['benjol', 'dada', 'leher', 'besar', 'napas', 'perut', 'sesak']"
333,perut,atas bahu dan dapat di hingga kanan menjalar nyeri perut secara tiba,"['atas', 'bahu', 'dan', 'dapat', 'di', 'hingga', 'kanan', 'menjalar', 'nyeri', 'perut', 'secara', 'tiba']",<FreqDist with 12 samples and 12 outcomes>,"['bahu', 'kanan', 'menjalar', 'nyeri', 'perut']","['bahu', 'kanan', 'jalar', 'nyeri', 'perut']"
334,infeksi,demam kelelahan ruam,"['demam', 'kelelahan', 'ruam']",<FreqDist with 3 samples and 3 outcomes>,"['demam', 'kelelahan', 'ruam']","['demam', 'lelah', 'ruam']"
335,kulit dan kelamin,atau kulit lepuhan muncul seperti terbakar tersengat,"['atau', 'kulit', 'lepuhan', 'muncul', 'seperti', 'terbakar', 'tersengat']",<FreqDist with 7 samples and 7 outcomes>,"['kulit', 'lepuhan', 'muncul', 'terbakar', 'tersengat']","['kulit', 'lepuh', 'muncul', 'bakar', 'sengat']"
336,kulit dan kelamin,benjolan bulat dan gatal hiperpigmentasi kecil padat,"['benjolan', 'bulat', 'dan', 'gatal', 'hiperpigmentasi', 'kecil', 'padat']",<FreqDist with 7 samples and 7 outcomes>,"['benjolan', 'bulat', 'gatal', 'hiperpigmentasi', 'padat']","['benjol', 'bulat', 'gatal', 'hiperpigmentasi', 'padat']"
337,kepala,dan kaki kehilangan kesemutan memori pada perilaku perubahan tangan,"['dan', 'kaki', 'kehilangan', 'kesemutan', 'memori', 'pada', 'perilaku', 'perubahan', 'tangan']",<FreqDist with 9 samples and 9 outcomes>,"['kaki', 'kehilangan', 'kesemutan', 'memori', 'perilaku', 'perubahan', 'tangan']","['kaki', 'hilang', 'semut', 'memori', 'perilaku', 'ubah', 'tangan']"
338,infeksi,batuk bernapas serak sulit,"['batuk', 'bernapas', 'serak', 'sulit']",<FreqDist with 4 samples and 4 outcomes>,"['batuk', 'bernapas', 'serak', 'sulit']","['batuk', 'napas', 'serak', 'sulit']"
339,infeksi,atau berjalan berjinjit demam nyeri pincang pinggul,"['atau', 'berjalan', 'berjinjit', 'demam', 'nyeri', 'pincang', 'pinggul']",<FreqDist with 7 samples and 7 outcomes>,"['berjalan', 'berjinjit', 'demam', 'nyeri', 'pincang', 'pinggul']","['jalan', 'jinjit', 'demam', 'nyeri', 'pincang', 'pinggul']"
340,infeksi,batuk berdahak demam sesak,"['batuk', 'berdahak', 'demam', 'sesak']",<FreqDist with 4 samples and 4 outcomes>,"['batuk', 'berdahak', 'demam', 'sesak']","['batuk', 'dahak', 'demam', 'sesak']"
341,infeksi,anus gatal insomnia ruam,"['anus', 'gatal', 'insomnia', 'ruam']",<FreqDist with 4 samples and 4 outcomes>,"['anus', 'gatal', 'insomnia', 'ruam']","['anus', 'gatal', 'insomnia', 'ruam']"
342,kanker,benjolan berubah darah dari keluar kulit nyeri payudara puting susu tekstur,"['benjolan', 'berubah', 'darah', 'dari', 'keluar', 'kulit', 'nyeri', 'payudara', 'puting', 'susu', 'tekstur']",<FreqDist with 11 samples and 11 outcomes>,"['benjolan', 'berubah', 'darah', 'kulit', 'nyeri', 'payudara', 'puting', 'susu', 'tekstur']","['benjol', 'ubah', 'darah', 'kulit', 'nyeri', 'payudara', 'puting', 'susu', 'tekstur']"
343,kanker,bening bernapas demam di getah kelenjar leher pembengkakan sulit,"['bening', 'bernapas', 'demam', 'di', 'getah', 'kelenjar', 'leher', 'pembengkakan', 'sulit']",<FreqDist with 9 samples and 9 outcomes>,"['bening', 'bernapas', 'demam', 'getah', 'kelenjar', 'leher', 'pembengkakan', 'sulit']","['bening', 'napas', 'demam', 'getah', 'kelenjar', 'leher', 'bengkak', 'sulit']"
344,infeksi,dan kaki kepala lepuh luka nyeri sakit sendi tangan telapak,"['dan', 'kaki', 'kepala', 'lepuh', 'luka', 'nyeri', 'sakit', 'sendi', 'tangan', 'telapak']",<FreqDist with 10 samples and 10 outcomes>,"['kaki', 'kepala', 'lepuh', 'luka', 'nyeri', 'sendi', 'tangan', 'telapak']","['kaki', 'kepala', 'lepuh', 'luka', 'nyeri', 'sendi', 'tangan', 'telapak']"
345,infeksi,gatal kemerahan kulit,"['gatal', 'kemerahan', 'kulit']",<FreqDist with 3 samples and 3 outcomes>,"['gatal', 'kemerahan', 'kulit']","['gatal', 'merah', 'kulit']"
346,perut,bertambah buruk keras nyeri perubahan perut posisi saat teraba,"['bertambah', 'buruk', 'keras', 'nyeri', 'perubahan', 'perut', 'posisi', 'saat', 'teraba']",<FreqDist with 9 samples and 9 outcomes>,"['bertambah', 'buruk', 'keras', 'nyeri', 'perubahan', 'perut', 'posisi', 'teraba']","['tambah', 'buruk', 'keras', 'nyeri', 'ubah', 'perut', 'posisi', 'aba']"
347,jantung,bernapas denyut nadi pingsan tak teraba tidak,"['bernapas', 'denyut', 'nadi', 'pingsan', 'tak', 'teraba', 'tidak']",<FreqDist with 7 samples and 7 outcomes>,"['bernapas', 'denyut', 'nadi', 'pingsan', 'teraba']","['napas', 'denyut', 'nadi', 'pingsan', 'aba']"
348,kepala,ganda kehilangan kelopak koordinasi lunglai mata otot penglihatan,"['ganda', 'kehilangan', 'kelopak', 'koordinasi', 'lunglai', 'mata', 'otot', 'penglihatan']",<FreqDist with 8 samples and 8 outcomes>,"['ganda', 'kehilangan', 'kelopak', 'koordinasi', 'lunglai', 'mata', 'otot', 'penglihatan']","['ganda', 'hilang', 'kelopak', 'koordinasi', 'lunglai', 'mata', 'otot', 'lihat']"
349,infeksi,bengkak benjolan dan di keras memerah nyeri payudara,"['bengkak', 'benjolan', 'dan', 'di', 'keras', 'memerah', 'nyeri', 'payudara']",<FreqDist with 8 samples and 8 outcomes>,"['bengkak', 'benjolan', 'keras', 'memerah', 'nyeri', 'payudara']","['bengkak', 'benjol', 'keras', 'merah', 'nyeri', 'payudara']"
350,kanker,air aliran atau biasanya buang darah di kecil kesulitan mulai sederas semen tidak untuk urine,"['air', 'aliran', 'atau', 'biasanya', 'buang', 'darah', 'di', 'kecil', 'kesulitan', 'mulai', 'sederas', 'semen', 'tidak', 'untuk', 'urine']",<FreqDist with 15 samples and 15 outcomes>,"['air', 'aliran', 'buang', 'darah', 'kesulitan', 'sederas', 'semen', 'urine']","['air', 'alir', 'buang', 'darah', 'sulit', 'deras', 'semen', 'urine']"
351,pernapasan,badan berat bertambah cemas cepat dengan mendadak napas seperti sesak tenggelam,"['badan', 'berat', 'bertambah', 'cemas', 'cepat', 'dengan', 'mendadak', 'napas', 'seperti', 'sesak', 'tenggelam']",<FreqDist with 11 samples and 11 outcomes>,"['badan', 'berat', 'bertambah', 'cemas', 'cepat', 'mendadak', 'napas', 'sesak', 'tenggelam']","['badan', 'berat', 'tambah', 'cemas', 'cepat', 'dadak', 'napas', 'sesak', 'tenggelam']"
352,kulit dan kelamin,bull demam eye kepala ruam  sakit,"['bull', 'demam', 'eye', 'kepala', 'ruam', 'sakit']",<FreqDist with 6 samples and 6 outcomes>,"['bull', 'demam', 'eye', 'kepala', 'ruam']","['bull', 'demam', 'eye', 'kepala', 'ruam']"
353,jantung,cepat dada detak jantung lelah mudah nyeri,"['cepat', 'dada', 'detak', 'jantung', 'lelah', 'mudah', 'nyeri']",<FreqDist with 7 samples and 7 outcomes>,"['cepat', 'dada', 'detak', 'jantung', 'lelah', 'mudah', 'nyeri']","['cepat', 'dada', 'detak', 'jantung', 'lelah', 'mudah', 'nyeri']"
354,pernapasan,banyak batuk dahak napas sesak,"['banyak', 'batuk', 'dahak', 'napas', 'sesak']",<FreqDist with 5 samples and 5 outcomes>,"['batuk', 'dahak', 'napas', 'sesak']","['batuk', 'dahak', 'napas', 'sesak']"
355,kulit dan kelamin,alat area bengkak kecil kelamin kulit luka pada paha pangkal pria rasa sakit sekitar tanpa,"['alat', 'area', 'bengkak', 'kecil', 'kelamin', 'kulit', 'luka', 'pada', 'paha', 'pangkal', 'pria', 'rasa', 'sakit', 'sekitar', 'tanpa']",<FreqDist with 15 samples and 15 outcomes>,"['alat', 'area', 'bengkak', 'kelamin', 'kulit', 'luka', 'paha', 'pangkal', 'pria']","['alat', 'area', 'bengkak', 'kelamin', 'kulit', 'luka', 'paha', 'pangkal', 'pria']"
356,kulit dan kelamin,benjolan di hitam kulit,"['benjolan', 'di', 'hitam', 'kulit']",<FreqDist with 4 samples and 4 outcomes>,"['benjolan', 'hitam', 'kulit']","['benjol', 'hitam', 'kulit']"
357,infeksi,dalam dan demam di disertai kaki lepuhan merah mulut ruam tangan telapak terkadang,"['dalam', 'dan', 'demam', 'di', 'disertai', 'kaki', 'lepuhan', 'merah', 'mulut', 'ruam', 'tangan', 'telapak', 'terkadang']",<FreqDist with 13 samples and 13 outcomes>,"['demam', 'disertai', 'kaki', 'lepuhan', 'merah', 'mulut', 'ruam', 'tangan', 'telapak', 'terkadang']","['demam', 'serta', 'kaki', 'lepuh', 'merah', 'mulut', 'ruam', 'tangan', 'telapak', 'terkadang']"
358,perut,jaundice mual perut sakit,"['jaundice', 'mual', 'perut', 'sakit']",<FreqDist with 4 samples and 4 outcomes>,"['jaundice', 'mual', 'perut']","['jaundice', 'mual', 'perut']"
359,perut,atau dada di nyaman rasa tenggorokan tidak,"['atau', 'dada', 'di', 'nyaman', 'rasa', 'tenggorokan', 'tidak']",<FreqDist with 7 samples and 7 outcomes>,"['dada', 'nyaman', 'tenggorokan']","['dada', 'nyaman', 'tenggorok']"
360,jantung,bengkak kaki lelah mudah napas sesak,"['bengkak', 'kaki', 'lelah', 'mudah', 'napas', 'sesak']",<FreqDist with 6 samples and 6 outcomes>,"['bengkak', 'kaki', 'lelah', 'mudah', 'napas', 'sesak']","['bengkak', 'kaki', 'lelah', 'mudah', 'napas', 'sesak']"
361,kulit dan kelamin,berlebih dalam di kedua keringat muncul sekali seminggu setidaknya sisi terjadi tubuh,"['berlebih', 'dalam', 'di', 'kedua', 'keringat', 'muncul', 'sekali', 'seminggu', 'setidaknya', 'sisi', 'terjadi', 'tubuh']",<FreqDist with 12 samples and 12 outcomes>,"['berlebih', 'keringat', 'muncul', 'seminggu', 'sisi', 'tubuh']","['lebih', 'keringat', 'muncul', 'minggu', 'sisi', 'tubuh']"
362,pernapasan,batuk demam napas sesak,"['batuk', 'demam', 'napas', 'sesak']",<FreqDist with 4 samples and 4 outcomes>,"['batuk', 'demam', 'napas', 'sesak']","['batuk', 'demam', 'napas', 'sesak']"
363,kepala,atau berjalan berkonsentrasi gangguan hati kesulitan perubahan sering suasana tersandung,"['atau', 'berjalan', 'berkonsentrasi', 'gangguan', 'hati', 'kesulitan', 'perubahan', 'sering', 'suasana', 'tersandung']",<FreqDist with 10 samples and 10 outcomes>,"['berjalan', 'berkonsentrasi', 'gangguan', 'hati', 'kesulitan', 'perubahan', 'suasana', 'tersandung']","['jalan', 'konsentrasi', 'ganggu', 'hati', 'sulit', 'ubah', 'suasana', 'sandung']"
364,perut,dada di hati mual nyeri panas rasa ulu,"['dada', 'di', 'hati', 'mual', 'nyeri', 'panas', 'rasa', 'ulu']",<FreqDist with 8 samples and 8 outcomes>,"['dada', 'hati', 'mual', 'nyeri', 'panas', 'ulu']","['dada', 'hati', 'mual', 'nyeri', 'panas', 'ulu']"
365,kulit dan kelamin,atau bagian benjolan berbentuk bulat dan gesekan hitam kaki kerucut kulit menebal mengalami misalnya pada sering tangan tapak tekanan telapak yang,"['atau', 'bagian', 'benjolan', 'berbentuk', 'bulat', 'dan', 'gesekan', 'hitam', 'kaki', 'kerucut', 'kulit', 'menebal', 'mengalami', 'misalnya', 'pada', 'sering', 'tangan', 'tapak', 'tekanan', 'telapak', 'yang']",<FreqDist with 21 samples and 21 outcomes>,"['benjolan', 'berbentuk', 'bulat', 'gesekan', 'hitam', 'kaki', 'kerucut', 'kulit', 'menebal', 'mengalami', 'tangan', 'tapak', 'tekanan', 'telapak']","['benjol', 'bentuk', 'bulat', 'gesek', 'hitam', 'kaki', 'kerucut', 'kulit', 'tebal', 'alami', 'tangan', 'tapak', 'tekan', 'telapak']"
366,jantung,bawah denyut di jantung kali menit per pingsan pusing,"['bawah', 'denyut', 'di', 'jantung', 'kali', 'menit', 'per', 'pingsan', 'pusing']",<FreqDist with 9 samples and 9 outcomes>,"['denyut', 'jantung', 'kali', 'menit', 'pingsan', 'pusing']","['denyut', 'jantung', 'kali', 'menit', 'pingsan', 'pusing']"
367,perut,atau bab baru bayi bengkak cokelat hijau kalinya lahir muntah pertama perut tidak untuk,"['atau', 'bab', 'baru', 'bayi', 'bengkak', 'cokelat', 'hijau', 'kalinya', 'lahir', 'muntah', 'pertama', 'perut', 'tidak', 'untuk']",<FreqDist with 14 samples and 14 outcomes>,"['bab', 'bayi', 'bengkak', 'cokelat', 'hijau', 'kalinya', 'lahir', 'muntah', 'perut']","['bab', 'bayi', 'bengkak', 'cokelat', 'hijau', 'kali', 'lahir', 'muntah', 'perut']"
368,kepala,atas atau bawah dan dengan di digerakkan kaku nyeri rahang sejajar sulit tidak wajah,"['atas', 'atau', 'bawah', 'dan', 'dengan', 'di', 'digerakkan', 'kaku', 'nyeri', 'rahang', 'sejajar', 'sulit', 'tidak', 'wajah']",<FreqDist with 14 samples and 14 outcomes>,"['digerakkan', 'kaku', 'nyeri', 'rahang', 'sejajar', 'sulit', 'wajah']","['gerak', 'kaku', 'nyeri', 'rahang', 'sejajar', 'sulit', 'wajah']"
369,jantung,atau berkeringat cepat makan menangis napas saat sesak sulit,"['atau', 'berkeringat', 'cepat', 'makan', 'menangis', 'napas', 'saat', 'sesak', 'sulit']",<FreqDist with 9 samples and 9 outcomes>,"['berkeringat', 'cepat', 'makan', 'menangis', 'napas', 'sesak', 'sulit']","['keringat', 'cepat', 'makan', 'menang', 'napas', 'sesak', 'sulit']"
370,infeksi,berubah kuku menebal rapuh warna,"['berubah', 'kuku', 'menebal', 'rapuh', 'warna']",<FreqDist with 5 samples and 5 outcomes>,"['berubah', 'kuku', 'menebal', 'rapuh', 'warna']","['ubah', 'kuku', 'tebal', 'rapuh', 'warna']"
371,infeksi,bengkak kedua kepala leher nyeri sakit sisi tampak wajah,"['bengkak', 'kedua', 'kepala', 'leher', 'nyeri', 'sakit', 'sisi', 'tampak', 'wajah']",<FreqDist with 9 samples and 9 outcomes>,"['bengkak', 'kepala', 'leher', 'nyeri', 'sisi', 'wajah']","['bengkak', 'kepala', 'leher', 'nyeri', 'sisi', 'wajah']"
372,infeksi,belakang di kemerahan kulit nyeri rasa telinga,"['belakang', 'di', 'kemerahan', 'kulit', 'nyeri', 'rasa', 'telinga']",<FreqDist with 7 samples and 7 outcomes>,"['kemerahan', 'kulit', 'nyeri', 'telinga']","['merah', 'kulit', 'nyeri', 'telinga']"
373,kanker,bengkak berdarah kulit memar mudah saat tampak tergores,"['bengkak', 'berdarah', 'kulit', 'memar', 'mudah', 'saat', 'tampak', 'tergores']",<FreqDist with 8 samples and 8 outcomes>,"['bengkak', 'berdarah', 'kulit', 'memar', 'mudah', 'tergores']","['bengkak', 'darah', 'kulit', 'memar', 'mudah', 'gores']"
374,kulit dan kelamin,atau darah di kering kulit memerah nanah nyeri terbuka yang,"['atau', 'darah', 'di', 'kering', 'kulit', 'memerah', 'nanah', 'nyeri', 'terbuka', 'yang']",<FreqDist with 10 samples and 10 outcomes>,"['darah', 'kering', 'kulit', 'memerah', 'nanah', 'nyeri', 'terbuka']","['darah', 'kering', 'kulit', 'merah', 'nanah', 'nyeri', 'buka']"
375,kulit dan kelamin,bengkak di jari kaki kemerahan rasa sakit ujung,"['bengkak', 'di', 'jari', 'kaki', 'kemerahan', 'rasa', 'sakit', 'ujung']",<FreqDist with 8 samples and 8 outcomes>,"['bengkak', 'jari', 'kaki', 'kemerahan', 'ujung']","['bengkak', 'jari', 'kaki', 'merah', 'ujung']"
376,jantung,berdebar cepat dada detak jantung nyeri,"['berdebar', 'cepat', 'dada', 'detak', 'jantung', 'nyeri']",<FreqDist with 6 samples and 6 outcomes>,"['berdebar', 'cepat', 'dada', 'detak', 'jantung', 'nyeri']","['debar', 'cepat', 'dada', 'detak', 'jantung', 'nyeri']"
377,jantung,dada hingga kiri menjalar napas nyeri pendek punggung,"['dada', 'hingga', 'kiri', 'menjalar', 'napas', 'nyeri', 'pendek', 'punggung']",<FreqDist with 8 samples and 8 outcomes>,"['dada', 'kiri', 'menjalar', 'napas', 'nyeri', 'pendek', 'punggung']","['dada', 'kiri', 'jalar', 'napas', 'nyeri', 'pendek', 'punggung']"
378,kepala,ada atau berdenging berdengung berdesis bersenandung dalam gemuruh klik suara telinga,"['ada', 'atau', 'berdenging', 'berdengung', 'berdesis', 'bersenandung', 'dalam', 'gemuruh', 'klik', 'suara', 'telinga']",<FreqDist with 11 samples and 11 outcomes>,"['berdenging', 'berdengung', 'berdesis', 'bersenandung', 'gemuruh', 'klik', 'suara', 'telinga']","['denging', 'dengung', 'desis', 'senandung', 'gemuruh', 'klik', 'suara', 'telinga']"
379,infeksi,bening demam getah kelenjar kulit pembesaran ruam,"['bening', 'demam', 'getah', 'kelenjar', 'kulit', 'pembesaran', 'ruam']",<FreqDist with 7 samples and 7 outcomes>,"['bening', 'demam', 'getah', 'kelenjar', 'kulit', 'pembesaran', 'ruam']","['bening', 'demam', 'getah', 'kelenjar', 'kulit', 'besar', 'ruam']"
380,kepala,berdenyut bisa dan ke kepala leher menjalar nyeri sakit sebelah wajah,"['berdenyut', 'bisa', 'dan', 'ke', 'kepala', 'leher', 'menjalar', 'nyeri', 'sakit', 'sebelah', 'wajah']",<FreqDist with 11 samples and 11 outcomes>,"['berdenyut', 'kepala', 'leher', 'menjalar', 'nyeri', 'sebelah', 'wajah']","['denyut', 'kepala', 'leher', 'jalar', 'nyeri', 'belah', 'wajah']"
381,kanker,nyeri panggul perdarahan vagina,"['nyeri', 'panggul', 'perdarahan', 'vagina']",<FreqDist with 4 samples and 4 outcomes>,"['nyeri', 'panggul', 'perdarahan', 'vagina']","['nyeri', 'panggul', 'darah', 'vagina']"
382,perut,berlebihan diare kentut kram perut,"['berlebihan', 'diare', 'kentut', 'kram', 'perut']",<FreqDist with 5 samples and 5 outcomes>,"['diare', 'kentut', 'kram', 'perut']","['diare', 'kentut', 'kram', 'perut']"
383,kanker,bengkak benjolan dan di membuka mulut muncul nyeri rahang sulit,"['bengkak', 'benjolan', 'dan', 'di', 'membuka', 'mulut', 'muncul', 'nyeri', 'rahang', 'sulit']",<FreqDist with 10 samples and 10 outcomes>,"['bengkak', 'benjolan', 'membuka', 'mulut', 'muncul', 'nyeri', 'rahang', 'sulit']","['bengkak', 'benjol', 'buka', 'mulut', 'muncul', 'nyeri', 'rahang', 'sulit']"
384,jantung,lemas pingsan pusing,"['lemas', 'pingsan', 'pusing']",<FreqDist with 3 samples and 3 outcomes>,"['lemas', 'pingsan', 'pusing']","['lemas', 'pingsan', 'pusing']"
385,kanker,badan berat dada menelan sebab sesak susah tanpa turun,"['badan', 'berat', 'dada', 'menelan', 'sebab', 'sesak', 'susah', 'tanpa', 'turun']",<FreqDist with 9 samples and 9 outcomes>,"['badan', 'berat', 'dada', 'menelan', 'sesak', 'susah', 'turun']","['badan', 'berat', 'dada', 'tel', 'sesak', 'susah', 'turun']"
