,kategori,penyakit,gejala,gejala_tokens,gejala_tokens_fdist,gejala_tokens_WSW,gejala_tokens_stemmed
81,infeksi,Leptospirosis,demam kepala nyeri otot sakit,"['demam', 'kepala', 'nyeri', 'otot', 'sakit']",<FreqDist with 5 samples and 5 outcomes>,"['demam', 'kepala', 'nyeri', 'otot']","['demam', 'kepala', 'nyeri', 'otot']"
82,infeksi,Limfadenitis,demam di hari keringat limfatik malam penyumbatan,"['demam', 'di', 'hari', 'keringat', 'limfatik', 'malam', 'penyumbatan']",<FreqDist with 7 samples and 7 outcomes>,"['demam', 'keringat', 'limfatik', 'malam', 'penyumbatan']","['demam', 'keringat', 'limfatik', 'malam', 'sumbat']"
83,infeksi,Listeria,demam diare mual nyeri otot,"['demam', 'diare', 'mual', 'nyeri', 'otot']",<FreqDist with 5 samples and 5 outcomes>,"['demam', 'diare', 'mual', 'nyeri', 'otot']","['demam', 'diare', 'mual', 'nyeri', 'otot']"
84,infeksi,MERS (Middle East Respiratory Syndrome),batuk demam napas sesak,"['batuk', 'demam', 'napas', 'sesak']",<FreqDist with 4 samples and 4 outcomes>,"['batuk', 'demam', 'napas', 'sesak']","['batuk', 'demam', 'napas', 'sesak']"
85,infeksi,Malaria,berulang dan demam menggigil yang,"['berulang', 'dan', 'demam', 'menggigil', 'yang']",<FreqDist with 5 samples and 5 outcomes>,"['berulang', 'demam', 'menggigil']","['ulang', 'demam', 'gigil']"
86,infeksi,Mastoiditis,belakang di kemerahan kulit nyeri rasa telinga,"['belakang', 'di', 'kemerahan', 'kulit', 'nyeri', 'rasa', 'telinga']",<FreqDist with 7 samples and 7 outcomes>,"['kemerahan', 'kulit', 'nyeri', 'telinga']","['merah', 'kulit', 'nyeri', 'telinga']"
87,infeksi,Mikosis,bersisik dan gatal kulit merah,"['bersisik', 'dan', 'gatal', 'kulit', 'merah']",<FreqDist with 5 samples and 5 outcomes>,"['bersisik', 'gatal', 'kulit', 'merah']","['sisik', 'gatal', 'kulit', 'merah']"
88,infeksi,Mononukleosis,bening demam getah kelenjar kulit pembesaran ruam,"['bening', 'demam', 'getah', 'kelenjar', 'kulit', 'pembesaran', 'ruam']",<FreqDist with 7 samples and 7 outcomes>,"['bening', 'demam', 'getah', 'kelenjar', 'kulit', 'pembesaran', 'ruam']","['bening', 'demam', 'getah', 'kelenjar', 'kulit', 'besar', 'ruam']"
89,infeksi,Onchocerciasis,gatal kulit mata merata sangat tidak warna,"['gatal', 'kulit', 'mata', 'merata', 'sangat', 'tidak', 'warna']",<FreqDist with 7 samples and 7 outcomes>,"['gatal', 'kulit', 'mata', 'merata', 'warna']","['gatal', 'kulit', 'mata', 'rata', 'warna']"
90,infeksi,Osteomielitis,area bengkak dan demam di hangat nyeri teraba terinfeksi tulang yang,"['area', 'bengkak', 'dan', 'demam', 'di', 'hangat', 'nyeri', 'teraba', 'terinfeksi', 'tulang', 'yang']",<FreqDist with 11 samples and 11 outcomes>,"['area', 'bengkak', 'demam', 'hangat', 'nyeri', 'teraba', 'terinfeksi', 'tulang']","['area', 'bengkak', 'demam', 'hangat', 'nyeri', 'aba', 'infeksi', 'tulang']"
91,infeksi,Otitis Eksterna,bagian gatal kemerahan luar pada sakit telinga,"['bagian', 'gatal', 'kemerahan', 'luar', 'pada', 'sakit', 'telinga']",<FreqDist with 7 samples and 7 outcomes>,"['gatal', 'kemerahan', 'telinga']","['gatal', 'merah', 'telinga']"
92,infeksi,Otomikosis,dan gatal nyeri penuh telinga terasa,"['dan', 'gatal', 'nyeri', 'penuh', 'telinga', 'terasa']",<FreqDist with 6 samples and 6 outcomes>,"['gatal', 'nyeri', 'penuh', 'telinga']","['gatal', 'nyeri', 'penuh', 'telinga']"
93,infeksi,Paratifus,badan berkelanjutan berubah demam enak lidah makan nafsu rasa tidak tinggi turun warna,"['badan', 'berkelanjutan', 'berubah', 'demam', 'enak', 'lidah', 'makan', 'nafsu', 'rasa', 'tidak', 'tinggi', 'turun', 'warna']",<FreqDist with 13 samples and 13 outcomes>,"['badan', 'berkelanjutan', 'berubah', 'demam', 'enak', 'lidah', 'makan', 'nafsu', 'turun', 'warna']","['badan', 'lanjut', 'ubah', 'demam', 'enak', 'lidah', 'makan', 'nafsu', 'turun', 'warna']"
94,infeksi,Pemfigoid Bulosa,berisi besar dan gatal kemerahan kulit lepuhan nanah nyeri pecah sulit yang,"['berisi', 'besar', 'dan', 'gatal', 'kemerahan', 'kulit', 'lepuhan', 'nanah', 'nyeri', 'pecah', 'sulit', 'yang']",<FreqDist with 12 samples and 12 outcomes>,"['berisi', 'gatal', 'kemerahan', 'kulit', 'lepuhan', 'nanah', 'nyeri', 'pecah', 'sulit']","['isi', 'gatal', 'merah', 'kulit', 'lepuh', 'nanah', 'nyeri', 'pecah', 'sulit']"
95,infeksi,Penyakit Chagas,area bengkak demam di infeksi lelah muncul ruam,"['area', 'bengkak', 'demam', 'di', 'infeksi', 'lelah', 'muncul', 'ruam']",<FreqDist with 8 samples and 8 outcomes>,"['area', 'bengkak', 'demam', 'infeksi', 'lelah', 'muncul', 'ruam']","['area', 'bengkak', 'demam', 'infeksi', 'lelah', 'muncul', 'ruam']"
96,infeksi,Penyakit Lyme,demam kelelahan ruam,"['demam', 'kelelahan', 'ruam']",<FreqDist with 3 samples and 3 outcomes>,"['demam', 'kelelahan', 'ruam']","['demam', 'lelah', 'ruam']"
97,infeksi,"Penyakit Tangan, Kaki, dan Mulut (HFMD)",dalam dan demam di disertai kaki lepuhan merah mulut ruam tangan telapak terkadang,"['dalam', 'dan', 'demam', 'di', 'disertai', 'kaki', 'lepuhan', 'merah', 'mulut', 'ruam', 'tangan', 'telapak', 'terkadang']",<FreqDist with 13 samples and 13 outcomes>,"['demam', 'disertai', 'kaki', 'lepuhan', 'merah', 'mulut', 'ruam', 'tangan', 'telapak', 'terkadang']","['demam', 'serta', 'kaki', 'lepuh', 'merah', 'mulut', 'ruam', 'tangan', 'telapak', 'terkadang']"
98,infeksi,Pes,bening getah kelenjar lelah lesu nyeri otot pembengkakan,"['bening', 'getah', 'kelenjar', 'lelah', 'lesu', 'nyeri', 'otot', 'pembengkakan']",<FreqDist with 8 samples and 8 outcomes>,"['bening', 'getah', 'kelenjar', 'lelah', 'lesu', 'nyeri', 'otot', 'pembengkakan']","['bening', 'getah', 'kelenjar', 'lelah', 'lesu', 'nyeri', 'otot', 'bengkak']"
99,infeksi,Phlegmon,amandel atau bagian bengkak bening getah kelenjar kemerahan kulit nyeri pada seperti tertentu tubuh,"['amandel', 'atau', 'bagian', 'bengkak', 'bening', 'getah', 'kelenjar', 'kemerahan', 'kulit', 'nyeri', 'pada', 'seperti', 'tertentu', 'tubuh']",<FreqDist with 14 samples and 14 outcomes>,"['amandel', 'bengkak', 'bening', 'getah', 'kelenjar', 'kemerahan', 'kulit', 'nyeri', 'tubuh']","['amandel', 'bengkak', 'bening', 'getah', 'kelenjar', 'merah', 'kulit', 'nyeri', 'tubuh']"
100,infeksi,Pneumonia,batuk berdahak demam sesak,"['batuk', 'berdahak', 'demam', 'sesak']",<FreqDist with 4 samples and 4 outcomes>,"['batuk', 'berdahak', 'demam', 'sesak']","['batuk', 'dahak', 'demam', 'sesak']"
101,infeksi,Polio,demam kelumpuhan nyeri otot,"['demam', 'kelumpuhan', 'nyeri', 'otot']",<FreqDist with 4 samples and 4 outcomes>,"['demam', 'kelumpuhan', 'nyeri', 'otot']","['demam', 'lumpuh', 'nyeri', 'otot']"
102,infeksi,Presbikusis,berbicara berisik dan di didengar jelas kata keras lain lambat lebih memahami meminta orang saat seperti sering suara sulit tempat teredam terutata yang,"['berbicara', 'berisik', 'dan', 'di', 'didengar', 'jelas', 'kata', 'keras', 'lain', 'lambat', 'lebih', 'memahami', 'meminta', 'orang', 'saat', 'seperti', 'sering', 'suara', 'sulit', 'tempat', 'teredam', 'terutata', 'yang']",<FreqDist with 23 samples and 23 outcomes>,"['berbicara', 'berisik', 'didengar', 'keras', 'lambat', 'memahami', 'orang', 'suara', 'sulit', 'teredam', 'terutata']","['bicara', 'berisik', 'dengar', 'keras', 'lambat', 'paham', 'orang', 'suara', 'sulit', 'redam', 'terutata']"
103,infeksi,Pulpitis,atau bau dingin gigi makanan manis mulut panas sakit sensitif terhadap,"['atau', 'bau', 'dingin', 'gigi', 'makanan', 'manis', 'mulut', 'panas', 'sakit', 'sensitif', 'terhadap']",<FreqDist with 11 samples and 11 outcomes>,"['bau', 'dingin', 'gigi', 'makanan', 'manis', 'mulut', 'panas', 'sensitif']","['bau', 'dingin', 'gigi', 'makan', 'manis', 'mulut', 'panas', 'sensitif']"
104,infeksi,Rabies,agresif berbusa demam kepala manusia mulut pada perilaku sakit,"['agresif', 'berbusa', 'demam', 'kepala', 'manusia', 'mulut', 'pada', 'perilaku', 'sakit']",<FreqDist with 9 samples and 9 outcomes>,"['agresif', 'berbusa', 'demam', 'kepala', 'manusia', 'mulut', 'perilaku']","['agresif', 'busa', 'demam', 'kepala', 'manusia', 'mulut', 'perilaku']"
105,infeksi,Radang Amandel (Tonsilitis),adanya amandel bengkak lapisan memerah pada putih,"['adanya', 'amandel', 'bengkak', 'lapisan', 'memerah', 'pada', 'putih']",<FreqDist with 7 samples and 7 outcomes>,"['amandel', 'bengkak', 'lapisan', 'memerah', 'putih']","['amandel', 'bengkak', 'lapis', 'merah', 'putih']"
106,infeksi,Radang Telinga Tengah (Otitis Media),cairan dari demam di keluar sakit telinga,"['cairan', 'dari', 'demam', 'di', 'keluar', 'sakit', 'telinga']",<FreqDist with 7 samples and 7 outcomes>,"['cairan', 'demam', 'telinga']","['cair', 'demam', 'telinga']"
107,infeksi,Radang Tenggorokan,demam menelan sakit tenggorokan,"['demam', 'menelan', 'sakit', 'tenggorokan']",<FreqDist with 4 samples and 4 outcomes>,"['demam', 'menelan', 'tenggorokan']","['demam', 'tel', 'tenggorok']"
108,infeksi,Rosacea,benjolan di kecil kemerahan kulit rasa terbakar wajah,"['benjolan', 'di', 'kecil', 'kemerahan', 'kulit', 'rasa', 'terbakar', 'wajah']",<FreqDist with 8 samples and 8 outcomes>,"['benjolan', 'kemerahan', 'kulit', 'terbakar', 'wajah']","['benjol', 'merah', 'kulit', 'bakar', 'wajah']"
109,infeksi,Roseola,berair demam hidung ruam,"['berair', 'demam', 'hidung', 'ruam']",<FreqDist with 4 samples and 4 outcomes>,"['berair', 'demam', 'hidung', 'ruam']","['air', 'demam', 'hidung', 'ruam']"
110,infeksi,Rubella,batuk berair hidung merah ruam,"['batuk', 'berair', 'hidung', 'merah', 'ruam']",<FreqDist with 5 samples and 5 outcomes>,"['batuk', 'berair', 'hidung', 'merah', 'ruam']","['batuk', 'air', 'hidung', 'merah', 'ruam']"
111,infeksi,SARS,demam flu gejala seperti sesak tinggi,"['demam', 'flu', 'gejala', 'seperti', 'sesak', 'tinggi']",<FreqDist with 6 samples and 6 outcomes>,"['demam', 'flu', 'gejala', 'sesak']","['demam', 'flu', 'gejala', 'sesak']"
112,infeksi,Sakit Tenggorokan,atau berbicara gatal kesulitan makin menelan nyeri parah saat sakit tenggorokan,"['atau', 'berbicara', 'gatal', 'kesulitan', 'makin', 'menelan', 'nyeri', 'parah', 'saat', 'sakit', 'tenggorokan']",<FreqDist with 11 samples and 11 outcomes>,"['berbicara', 'gatal', 'kesulitan', 'menelan', 'nyeri', 'parah', 'tenggorokan']","['bicara', 'gatal', 'sulit', 'tel', 'nyeri', 'parah', 'tenggorok']"
113,infeksi,Sepsis (Septikemia),cepat darah kesadaran napas penurunan rendah tekanan,"['cepat', 'darah', 'kesadaran', 'napas', 'penurunan', 'rendah', 'tekanan']",<FreqDist with 7 samples and 7 outcomes>,"['cepat', 'darah', 'kesadaran', 'napas', 'penurunan', 'rendah', 'tekanan']","['cepat', 'darah', 'sadar', 'napas', 'turun', 'rendah', 'tekan']"
114,infeksi,Septic Arthritis,digerakkan ketika makin pembengkakan rasa sakit sendi terasa yang,"['digerakkan', 'ketika', 'makin', 'pembengkakan', 'rasa', 'sakit', 'sendi', 'terasa', 'yang']",<FreqDist with 9 samples and 9 outcomes>,"['digerakkan', 'pembengkakan', 'sendi']","['gerak', 'bengkak', 'sendi']"
115,infeksi,Shigellosis,darah demam diare disentri disertai nyeri perut,"['darah', 'demam', 'diare', 'disentri', 'disertai', 'nyeri', 'perut']",<FreqDist with 7 samples and 7 outcomes>,"['darah', 'demam', 'diare', 'disentri', 'disertai', 'nyeri', 'perut']","['darah', 'demam', 'diare', 'disentri', 'serta', 'nyeri', 'perut']"
116,infeksi,Sinovitis Toksik,atau berjalan berjinjit demam nyeri pincang pinggul,"['atau', 'berjalan', 'berjinjit', 'demam', 'nyeri', 'pincang', 'pinggul']",<FreqDist with 7 samples and 7 outcomes>,"['berjalan', 'berjinjit', 'demam', 'nyeri', 'pincang', 'pinggul']","['jalan', 'jinjit', 'demam', 'nyeri', 'pincang', 'pinggul']"
117,infeksi,Sinusitis,demam hidung kemampuan menurunnya penciuman tersumbat,"['demam', 'hidung', 'kemampuan', 'menurunnya', 'penciuman', 'tersumbat']",<FreqDist with 6 samples and 6 outcomes>,"['demam', 'hidung', 'kemampuan', 'menurunnya', 'penciuman', 'tersumbat']","['demam', 'hidung', 'mampu', 'turun', 'cium', 'sumbat']"
118,infeksi,Sistiserkosis,bawah benjolan buram di kejang kulit pandangan,"['bawah', 'benjolan', 'buram', 'di', 'kejang', 'kulit', 'pandangan']",<FreqDist with 7 samples and 7 outcomes>,"['benjolan', 'buram', 'kejang', 'kulit', 'pandangan']","['benjol', 'buram', 'kejang', 'kulit', 'pandang']"
119,infeksi,Skistosomiasis,dan demam kulit menggigil nyeri otot pada ruam sendi,"['dan', 'demam', 'kulit', 'menggigil', 'nyeri', 'otot', 'pada', 'ruam', 'sendi']",<FreqDist with 9 samples and 9 outcomes>,"['demam', 'kulit', 'menggigil', 'nyeri', 'otot', 'ruam', 'sendi']","['demam', 'kulit', 'gigil', 'nyeri', 'otot', 'ruam', 'sendi']"
120,infeksi,Strongyloidiasis,atas batuk diare kering perut sakit,"['atas', 'batuk', 'diare', 'kering', 'perut', 'sakit']",<FreqDist with 6 samples and 6 outcomes>,"['batuk', 'diare', 'kering', 'perut']","['batuk', 'diare', 'kering', 'perut']"
121,infeksi,TBC (Tuberkulosis),badan batuk berat dada dan dari drastis keringat kronis lebih malam minggu nyeri penurunan secara,"['badan', 'batuk', 'berat', 'dada', 'dan', 'dari', 'drastis', 'keringat', 'kronis', 'lebih', 'malam', 'minggu', 'nyeri', 'penurunan', 'secara']",<FreqDist with 15 samples and 15 outcomes>,"['badan', 'batuk', 'berat', 'dada', 'drastis', 'keringat', 'kronis', 'malam', 'minggu', 'nyeri', 'penurunan']","['badan', 'batuk', 'berat', 'dada', 'drastis', 'keringat', 'kronis', 'malam', 'minggu', 'nyeri', 'turun']"
122,infeksi,Tetanus,kaku kejang laher otot rahang,"['kaku', 'kejang', 'laher', 'otot', 'rahang']",<FreqDist with 5 samples and 5 outcomes>,"['kaku', 'kejang', 'laher', 'otot', 'rahang']","['kaku', 'kejang', 'laher', 'otot', 'rahang']"
123,infeksi,Tinea Pedis,atau dan di gatal jari kaki kering kulit mengelupas panas sela telapak,"['atau', 'dan', 'di', 'gatal', 'jari', 'kaki', 'kering', 'kulit', 'mengelupas', 'panas', 'sela', 'telapak']",<FreqDist with 12 samples and 12 outcomes>,"['gatal', 'jari', 'kaki', 'kering', 'kulit', 'mengelupas', 'panas', 'telapak']","['gatal', 'jari', 'kaki', 'kering', 'kulit', 'kelupas', 'panas', 'telapak']"
124,infeksi,Toksoplasmosis,demam kaku kepala otot sakit,"['demam', 'kaku', 'kepala', 'otot', 'sakit']",<FreqDist with 5 samples and 5 outcomes>,"['demam', 'kaku', 'kepala', 'otot']","['demam', 'kaku', 'kepala', 'otot']"
125,infeksi,Trench Mouth,bau diantara gigi gusi mulut nyeri parah tonjolan yang,"['bau', 'diantara', 'gigi', 'gusi', 'mulut', 'nyeri', 'parah', 'tonjolan', 'yang']",<FreqDist with 9 samples and 9 outcomes>,"['bau', 'gigi', 'gusi', 'mulut', 'nyeri', 'parah', 'tonjolan']","['bau', 'gigi', 'gusi', 'mulut', 'nyeri', 'parah', 'tonjol']"
126,infeksi,Trikomoniasis,atau bawah berbau berkemih berwarna dan hijau keputihan kuning nyeri perut,"['atau', 'bawah', 'berbau', 'berkemih', 'berwarna', 'dan', 'hijau', 'keputihan', 'kuning', 'nyeri', 'perut']",<FreqDist with 11 samples and 11 outcomes>,"['berbau', 'berkemih', 'berwarna', 'hijau', 'keputihan', 'kuning', 'nyeri', 'perut']","['bau', 'kemih', 'warna', 'hijau', 'putih', 'kuning', 'nyeri', 'perut']"
127,infeksi,Tuberkulosis Milier,badan batuk berat darah demam disertai menurun,"['badan', 'batuk', 'berat', 'darah', 'demam', 'disertai', 'menurun']",<FreqDist with 7 samples and 7 outcomes>,"['badan', 'batuk', 'berat', 'darah', 'demam', 'disertai', 'menurun']","['badan', 'batuk', 'berat', 'darah', 'demam', 'serta', 'turun']"
128,infeksi,Tuberkulosis Tulang Belakang,area atau belakang kaku nyeri pada pembengkakan punggung tulang,"['area', 'atau', 'belakang', 'kaku', 'nyeri', 'pada', 'pembengkakan', 'punggung', 'tulang']",<FreqDist with 9 samples and 9 outcomes>,"['area', 'kaku', 'nyeri', 'pembengkakan', 'punggung', 'tulang']","['area', 'kaku', 'nyeri', 'bengkak', 'punggung', 'tulang']"
129,infeksi,Tularemia,demam diare luka meriang nyeri otot,"['demam', 'diare', 'luka', 'meriang', 'nyeri', 'otot']",<FreqDist with 6 samples and 6 outcomes>,"['demam', 'diare', 'luka', 'meriang', 'nyeri', 'otot']","['demam', 'diare', 'luka', 'meriang', 'nyeri', 'otot']"
130,infeksi,Typhus,demam kepala menggigil sakit,"['demam', 'kepala', 'menggigil', 'sakit']",<FreqDist with 4 samples and 4 outcomes>,"['demam', 'kepala', 'menggigil']","['demam', 'kepala', 'gigil']"
131,infeksi,Uretritis,air atau buang gatal ingin kecil nyeri pipis saat sensasi sering terbakar waktu,"['air', 'atau', 'buang', 'gatal', 'ingin', 'kecil', 'nyeri', 'pipis', 'saat', 'sensasi', 'sering', 'terbakar', 'waktu']",<FreqDist with 13 samples and 13 outcomes>,"['air', 'buang', 'gatal', 'nyeri', 'pipis', 'sensasi', 'terbakar']","['air', 'buang', 'gatal', 'nyeri', 'pipis', 'sensasi', 'bakar']"
132,infeksi,Uveitis,cahaya dan mata merah sakit sensitif terhadap,"['cahaya', 'dan', 'mata', 'merah', 'sakit', 'sensitif', 'terhadap']",<FreqDist with 7 samples and 7 outcomes>,"['cahaya', 'mata', 'merah', 'sensitif']","['cahaya', 'mata', 'merah', 'sensitif']"
133,infeksi,Vaginitis,bau dan di gatal jumlah kemerahan keputihan pada perubahan sekitar vagina warna,"['bau', 'dan', 'di', 'gatal', 'jumlah', 'kemerahan', 'keputihan', 'pada', 'perubahan', 'sekitar', 'vagina', 'warna']",<FreqDist with 12 samples and 12 outcomes>,"['bau', 'gatal', 'kemerahan', 'keputihan', 'perubahan', 'vagina', 'warna']","['bau', 'gatal', 'merah', 'putih', 'ubah', 'vagina', 'warna']"
134,infeksi,Vaginosis Bakteri,abnormal berkemih gatal keputihan nyeri saat vagina,"['abnormal', 'berkemih', 'gatal', 'keputihan', 'nyeri', 'saat', 'vagina']",<FreqDist with 7 samples and 7 outcomes>,"['abnormal', 'berkemih', 'gatal', 'keputihan', 'nyeri', 'vagina']","['abnormal', 'kemih', 'gatal', 'putih', 'nyeri', 'vagina']"
135,infeksi,Virus Corona (COVID-19),anosmia batuk napas sesak,"['anosmia', 'batuk', 'napas', 'sesak']",<FreqDist with 4 samples and 4 outcomes>,"['anosmia', 'batuk', 'napas', 'sesak']","['anosmia', 'batuk', 'napas', 'sesak']"
136,infeksi,Virus Zika,demam gatal kulit ruam,"['demam', 'gatal', 'kulit', 'ruam']",<FreqDist with 4 samples and 4 outcomes>,"['demam', 'gatal', 'kulit', 'ruam']","['demam', 'gatal', 'kulit', 'ruam']"
137,jantung,Aneurisma Aorta,atau denyut di jantung kehilangan kesadaran nyeri peningkatan perut rahang,"['atau', 'denyut', 'di', 'jantung', 'kehilangan', 'kesadaran', 'nyeri', 'peningkatan', 'perut', 'rahang']",<FreqDist with 10 samples and 10 outcomes>,"['denyut', 'jantung', 'kehilangan', 'kesadaran', 'nyeri', 'peningkatan', 'perut', 'rahang']","['denyut', 'jantung', 'hilang', 'sadar', 'nyeri', 'tingkat', 'perut', 'rahang']"
138,jantung,Angin Duduk,dada mual nyeri perut sakit,"['dada', 'mual', 'nyeri', 'perut', 'sakit']",<FreqDist with 5 samples and 5 outcomes>,"['dada', 'mual', 'nyeri', 'perut']","['dada', 'mual', 'nyeri', 'perut']"
139,jantung,Aritmia,berdebar cepat dada detak jantung nyeri,"['berdebar', 'cepat', 'dada', 'detak', 'jantung', 'nyeri']",<FreqDist with 6 samples and 6 outcomes>,"['berdebar', 'cepat', 'dada', 'detak', 'jantung', 'nyeri']","['debar', 'cepat', 'dada', 'detak', 'jantung', 'nyeri']"
140,jantung,Blok Jantung,dada napas nyeri pusing sesak,"['dada', 'napas', 'nyeri', 'pusing', 'sesak']",<FreqDist with 5 samples and 5 outcomes>,"['dada', 'napas', 'nyeri', 'pusing', 'sesak']","['dada', 'napas', 'nyeri', 'pusing', 'sesak']"
141,jantung,Blok Jantung Komplit,dada lelah mudah napas nyeri sesak,"['dada', 'lelah', 'mudah', 'napas', 'nyeri', 'sesak']",<FreqDist with 6 samples and 6 outcomes>,"['dada', 'lelah', 'mudah', 'napas', 'nyeri', 'sesak']","['dada', 'lelah', 'mudah', 'napas', 'nyeri', 'sesak']"
142,jantung,Bradikardia,bawah denyut di jantung kali menit per pingsan pusing,"['bawah', 'denyut', 'di', 'jantung', 'kali', 'menit', 'per', 'pingsan', 'pusing']",<FreqDist with 9 samples and 9 outcomes>,"['denyut', 'jantung', 'kali', 'menit', 'pingsan', 'pusing']","['denyut', 'jantung', 'kali', 'menit', 'pingsan', 'pusing']"
143,jantung,Bundle Branch Block,lemas pingsan pusing,"['lemas', 'pingsan', 'pusing']",<FreqDist with 3 samples and 3 outcomes>,"['lemas', 'pingsan', 'pusing']","['lemas', 'pingsan', 'pusing']"
144,jantung,Defek Septum Ventrikel,kurang lelah makan mudah nafsu pernapasan teratur tidak,"['kurang', 'lelah', 'makan', 'mudah', 'nafsu', 'pernapasan', 'teratur', 'tidak']",<FreqDist with 8 samples and 8 outcomes>,"['lelah', 'makan', 'mudah', 'nafsu', 'pernapasan', 'teratur']","['lelah', 'makan', 'mudah', 'nafsu', 'napas', 'atur']"
145,jantung,Diseksi Aorta,atas bagian dada di hilang kesadaran napas nyeri sesak,"['atas', 'bagian', 'dada', 'di', 'hilang', 'kesadaran', 'napas', 'nyeri', 'sesak']",<FreqDist with 9 samples and 9 outcomes>,"['dada', 'hilang', 'kesadaran', 'napas', 'nyeri', 'sesak']","['dada', 'hilang', 'sadar', 'napas', 'nyeri', 'sesak']"
146,jantung,Duktus Arteriosus Paten,atau berkeringat cepat makan menangis napas saat sesak sulit,"['atau', 'berkeringat', 'cepat', 'makan', 'menangis', 'napas', 'saat', 'sesak', 'sulit']",<FreqDist with 9 samples and 9 outcomes>,"['berkeringat', 'cepat', 'makan', 'menangis', 'napas', 'sesak', 'sulit']","['keringat', 'cepat', 'makan', 'menang', 'napas', 'sesak', 'sulit']"
147,jantung,Efusi Perikardium,berdebar demam jantung nyeri otot,"['berdebar', 'demam', 'jantung', 'nyeri', 'otot']",<FreqDist with 5 samples and 5 outcomes>,"['berdebar', 'demam', 'jantung', 'nyeri', 'otot']","['debar', 'demam', 'jantung', 'nyeri', 'otot']"
